title,imdb_id,existing_budget,scraped_budget,scraped_boxoffice,release_year,budget_difference
The Island of Dr. Moreau,tt0116654,,40000000.0,49627779.0,,
Jamaica Inn,tt0031505,,,,,
The American Friend,tt0075675,,3000000.0,3978.0,,
The Story of the Great Heroes,tt0396171,,60000000.0,135039924.0,,
Timeline,tt0300556,,80000000.0,43935763.0,,
Hashire Melos!,tt2572196,,,,,
Hansel and Gretel,tt1428538,,50000000.0,226349749.0,,
Ernest Maltravers,tt0185300,,,,,
Sherlock Holmes,tt0988045,,90000000.0,524028679.0,,
The Day of the Locust,tt0072848,,,42.0,,
Mankurt,tt0492391,,,,,
The Spy Who Loved Me,tt0076752,,13500000.0,46876386.0,,
Easy Virtue,tt0808244,,,18463793.0,,
Show Boat,tt0044030,,2295429.0,236.0,,
Beyond the Rocks,tt0012938,,,,,
The Constant Nymph,tt0035751,,,,,
The Man on the Balcony,tt26670955,,,,,
Band of Angels,tt0050166,,,315.0,,
Cluny Brown,tt0038419,,,17155.0,,
The Postman,tt0119925,,80000000.0,17626234.0,,
Dracula,tt0103874,,40000000.0,215862692.0,,
Árvácska,tt0075463,,,,,
Percy Jackson & the Olympians: The Lightning Thief,tt0814255,,95000000.0,226497209.0,,
The Borrowers,tt0118755,,29000000.0,22619589.0,,
The First Men in the Moon,tt0058100,,,,,
A Tale of Two Cities,tt0027075,,1232000.0,,,
Nasty Love,tt0112352,,,,,
Twenty-four Eyes,tt0047281,,,,,
24 Hours in the Life of a Woman,tt0063779,,,,,
The Satan Bug,tt0059678,,6000000.0,,,
Midnight Cowboy,tt0064665,,3600000.0,44802577.0,,
A Litre of Tears,tt1370332,,,,,
Killing Me Softly,tt0250468,,25000000.0,7775138.0,,
Les amitiés particulières,tt0057842,,,,,
What Ever Happened to Baby Jane?,tt0056687,,980000.0,4154.0,,
Red Cliff,tt0425637,,553632000.0,129710514.0,,
Cats' Play,tt27126389,,,,,
The Drowning Pool,tt0072912,,2700000.0,,,
Untold Scandal,tt0380689,,,5762801.0,,
Thank You for Smoking,tt0427944,,6500000.0,39323027.0,,
One for the Money,tt1598828,,40000000.0,38084162.0,,
Beyond,tt21161156,,,,,
Pippi Goes on Board,tt0123111,,,,,
The Wizard of Loneliness,tt0096455,,,,,
The Murder of Princess Diana,tt1051910,,,,,
Aces High,tt0075627,,1250000.0,,,
A Hunting Accident,tt0172812,,,,,
Knights of the Teutonic Order,tt0054004,,33000000.0,,,
Anthony Adverse,tt0027300,,1050500.0,,,
Flowers in the Attic,tt15293240,,,,,
Desperation,tt14633464,,,40799.0,,
Desyat Negrityat,tt0092879,,,,,
Poor Cow,tt0062141,,,15709.0,,
The Sea Hawk,tt0033028,,1700000.0,,,
The Cat in the Hat,tt0312528,,109000000.0,133960541.0,,
La Pasión Turca,tt22355610,,,,,
Ben X,tt0953318,,1500000.0,2744414.0,,
Raj Tilak,tt0052116,,,,,
On the Black Hill,tt0093674,,,,,
Maximum Overdrive,tt0091499,,10000000.0,7433663.0,,
Bridge to Terabithia,tt0398808,,17000000.0,137587063.0,,
Dr. Dolittle,tt0118998,,71500000.0,294456605.0,,
Rise of the Planet of the Apes,tt1318514,,93000000.0,481800873.0,,
Island of Lost Souls,tt0024188,,300000.0,,,
Son of Frankenstein,tt0031951,,,127.0,,
A Night to Remember,tt0051994,,1680000.0,,,
Devdas,tt0238936,,500000000.0,5428774.0,,
The Mysteries of Pittsburgh,tt0768218,,,80283.0,,
Tarzan the Tiger,tt0020481,,,,,
Howling V: The Rebirth,tt0097534,,,,,
It's Kind of a Funny Story,tt0804497,,8000000.0,6491240.0,,
The Four Feathers,tt0240510,,35000000.0,29882645.0,,
Benito Cereno,tt0252933,,,,,
Radio Free Albemuth,tt1129396,,3600000.0,9365.0,,
An Inspector Calls,tt4271918,,,,,
Doctor in the House,tt0063895,,,,,
Lassie Come Home,tt9792884,,,62388.0,,
Failan,tt0289181,,,49665.0,,
The Boy on the Galloping Horse,tt22667880,,,,,
Hostage,tt0340163,,52000000.0,77663556.0,,
You Are the Apple of My Eye,tt33381920,,,,,
For the Term of his Natural Life,tt0083957,,,,,
The Silence of the Sea,tt8227358,,,,,
Thirteen at Dinner,tt0090156,,,,,
Stalag 17,tt0046359,,1661530.0,,,
Audition,tt0235198,,,362963.0,,
The Secret of the Iron Door,tt12645262,,,,,
Siberian Lady Macbeth,tt0055447,,,,,
Only Two Can Play,tt0056308,,,,,
The Admirable Crichton,tt0050100,,,,,
Madame Sousatzka,tt0095564,,,3548238.0,,
The Cement Garden,tt0106535,,,322975.0,,
Marius,tt0022125,,,8262.0,,
Metropolis,tt0017136,,6000000.0,1350322.0,,
Limitless,tt1219289,,27000000.0,161849455.0,,
She,tt0086765,,,,,
Brewster's Millions,tt31955992,,10000000.0,,,
Dersu Uzala,tt0071411,,4000000.0,14480.0,,
Return to the Blue Lagoon,tt0102782,,11000000.0,2807854.0,,
24 Hours,tt4116046,,,,,
Dust,tt23172090,,,,,
Breakfast on Pluto,tt0411195,,,3942254.0,,
Howling: New Moon Rising,tt0113349,,,,,
Forbidden,tt0049223,,1900000.0,,,
"PS, I Love You",tt0431308,,30000000.0,156846321.0,,
Alkitrang dugo,tt0474539,,,,,
Stella,tt1864017,,,,,
Witness for the Prosecution,tt0051201,,3000000.0,7903.0,,
Red Shadow,tt0294280,,,,,
Cyrano de Bergerac,tt0099334,,100000000.0,5822041.0,,
The Exorcist III,tt0099528,,,39024251.0,,
The Case of the Velvet Claws,tt0027429,,,,,
The Incredible Shrinking Man,tt0050539,,750000.0,2580.0,,
Papillon,tt5093026,,7000000.0,10060903.0,,
Sang Penari,tt1989598,,,,,
Counsellor at Law,tt0023911,,,,,
A Civil Action,tt0120633,,75000000.0,56709981.0,,
The Patriot,tt0187393,,110000000.0,215294342.0,,
"Ronia, the Robber's Daughter",tt0088015,,18000000.0,,,
The Hyperboloid of Engineer Garin,tt0314105,,,,,
Afterwards,tt0940580,,15400000.0,3862534.0,,
Nosferatu: The First Vampire,tt0353816,,,,,
The Adventures of Pinocchio,tt0115472,,25000000.0,15094530.0,,
Ricky Rapper,tt1380190,,1700000.0,3185880.0,,
The One That Got Away,tt31974731,,,,,
The Paul Street Boys,tt0062164,,,,,
Blood of the Railroad Workers,tt0192506,,,,,
"Take Her, She's Mine",tt0057556,,2435000.0,,,
The Seven-Per-Cent Solution,tt0075194,,5000000.0,,,
The Children's Hour,tt0054743,,3600000.0,,,
Send Me No Flowers,tt0058571,,,,,
The Shaggy D.A.,tt0075200,,,,,
Mean Girls,tt0377092,,17000000.0,130192622.0,,
Gone with the Woman,tt0031381,,3977000.0,402382193.0,,
The Triumph of Sherlock Holmes,tt0027136,,,,,
Tempo di uccidere,tt0100762,,,,,
Ramata,tt1425247,,,,,
21 Days,tt0032179,,,,,
Never Love a Stranger,tt0051987,,,,,
Nosferatu: Phantom der Nacht,tt0079641,,,3451.0,,
Hideous Kinky,tt0136244,,12000000.0,1263279.0,,
Heart,tt13603966,,,,,
The Mambo Kings,tt0104802,,15500000.0,6742168.0,,
Alraune,tt0017621,,,,,
Gettysburg,tt0107007,,25000000.0,10769960.0,,
Horrid Henry the Movie,tt1684555,,5000000.0,11045966.0,,
Compulsion,tt4992060,,2000000.0,,,
The Wings of the Dove,tt0120520,,,13692848.0,,
Mommie Dearest,tt0082766,,5000000.0,19034156.0,,
Blood Work,tt0309377,,50000000.0,31794718.0,,
The Girl of the Golden West,tt0030182,,,,,
French Without Tears,tt0031341,,,,,
The Black Windmill,tt0071229,,1500000.0,,,
Godzilla vs. Frankenstein,tt0061856,,900000.0,,,
The Guns of Navarone,tt0054953,,6000000.0,20616.0,,
Pontypool,tt1226681,,950000.0,32118.0,,
Ordeal by Innocence,tt6118426,,,,,
The Female,tt0123770,,,,,
The Yearling,tt0039111,,4000000.0,,,
The Bride with White Hair 2,tt0106343,,,,,
The Player,tt0105151,,8000000.0,21706547.0,,
The Thing,tt0084787,,15000000.0,20630135.0,,
Escape from the Planet of the Apes,tt0067065,,2500000.0,12348905.0,,
Last Refuge,tt0038464,,,,,
The Outlaw Josey Wales,tt0075029,,3700000.0,31800000.0,,
My Mother and Her Guest,tt5882386,,,,,
The Phantom Lover,tt0115016,,,,,
Village of the Damned,tt0114852,,22000000.0,9418365.0,,
Liar Game: Reborn,tt2078667,,,24557172.0,,
Freedom Writers,tt0463998,,21000000.0,43095175.0,,
Romanzo Criminale,tt1242773,,,,,
Let's Scare Jessica to Death,tt0067341,,250000.0,823.0,,
The Lincoln Lawyer,tt13833978,,,,,
Black Beauty,tt31260386,,,,,
Straight Time,tt0078326,,4000000.0,9900000.0,,
Sorcerer,tt0076740,,22000000.0,9914.0,,
The House of Bernarda Alba,tt32029896,,,,,
The Jungle Book,tt3040964,,175000000.0,967724775.0,,
Charulata,tt0057935,,,,,
Wake in Fright,tt0067541,,800000.0,219472.0,,
The Shipping News,tt0120824,,38000000.0,24690441.0,,
Kai Po Che!,tt2213054,,,1435272.0,,
Covert One: The Hades Factor,tt0493327,,,,,
Howling IV: The Original Nightmare,tt0095334,,2000000.0,,,
Book of Blood,tt1169809,,6000000.0,567723.0,,
Oliver!,tt0063385,,10000000.0,228.0,,
Harry Potter and the Deathly Hallows – Part 2,tt1201607,,125000000.0,1342499744.0,,
Cinderella,tt1661199,,95000000.0,542358331.0,,
The Sex Who Talks,tt5811514,,,,,
The Talented Mr. Ripley,tt0134119,,40000000.0,138031432.0,,
Moomins and the Comet Chase,tt32109898,,,,,
MW,tt1242755,,,6575747.0,,
Sharpe's Gold,tt0114417,,,,,
Natalee Holloway,tt1307456,,,,,
Being Flynn,tt0455323,,,983124.0,,
Up the Junction,tt0062426,,,,,
Chocolat,tt0241303,,25000000.0,152700626.0,,
Diary of a Wimpy Kid,tt1196141,,15000000.0,76196538.0,,
Bon Voyage!,tt0055807,,,,,
Confessions d'un Barjo,tt0104003,,,,,
Christopher and His Kind,tt1651062,,,,,
The Man Who Fell to Earth,tt0074851,,1500000.0,167072.0,,
Treasure Island,tt0025907,,,4957320.0,,
Four Sided Triangle,tt0045787,,,,,
Gruesome School Trip,tt0436370,,2292046.0,1780020.0,,
The Hunchback of Notre Dame,tt0116583,,100000000.0,325338851.0,,
Hugo,tt0970179,,150000000.0,185770310.0,,
"Tähdet kertovat, komisario Palmu",tt0056628,,23685217.0,,,
Suspect X,tt1160629,,,54846110.0,,
The Andromeda Strain,tt0066769,,6500000.0,445.0,,
The Snow Queen,tt29519891,,,,,
Sphinx,tt0083113,,14000000.0,2022771.0,,
Full Circle,tt15303234,,,,,
Angel,tt0162065,,,,,
Stage Door,tt0029604,,952000.0,8835.0,,
The Mistress of Atlantis,tt9731440,,,,,
Twelve,tt0114746,,29000000.0,168839459.0,,
Bhumika: The Role,tt35005792,,,,,
The Sailor Who Fell from Grace with the Sea,tt0075161,,,,,
Nightbreed,tt0100260,,11000000.0,9469695.0,,
Big Sur,tt1462411,,,37466.0,,
Swiss Family Robinson,tt0054357,,5000000.0,40357287.0,,
The Picture of Dorian Gray,tt0037988,,3500000.0,,,
Balzaminov's Marriage,tt0058770,,,,,
Waterloo Bridge,tt0033238,,,31111.0,,
The Sex of the Stars,tt24053860,,,,,
Live and Let Die,tt0070328,,7000000.0,35384098.0,,
Les Plouffe,tt0082919,,,,,
The Proud Youth,tt0078121,,,,,
Jungle Book: Mowgli's Story,tt0144262,,,,,
The Basketball Diaries,tt0112461,,2000000.0,2402438.0,,
Quicksilver Highway,tt0119975,,4000000.0,,,
Creature with the Blue Hand,tt32333063,,,,,
Waterland,tt0105790,,10000000.0,1100218.0,,
A Home at the End of the World,tt0359423,,6500000.0,1644653.0,,
Naked Lunch,tt0102511,,16000000.0,2641357.0,,
The Color of Money,tt0090863,,14500000.0,52293982.0,,
The Spoilers,tt0035369,,723455.0,,,
Doctor at Large,tt0050323,,,,,
The Jade Faced Assassin,tt0211759,,,,,
Max Havelaar,tt0074880,,,,,
The Black Rose,tt0042256,,3000000.0,,,
The Spoilers,tt0035369,,723455.0,,,
Gertrud,tt0058138,,,,,
The Bottom of the Bottle,tt0049027,,1695000.0,,,
Madame Bovary,tt2334733,,,658532.0,,
The Oxford Murders,tt0488604,,10000000.0,17646627.0,,
Adventures of Don Quixote,tt0074139,,,,,
It's in the Bag,tt0037823,,,,,
The Case of Becky,tt0012033,,,,,
Ned Kelly,tt0277941,,,6585516.0,,
Lorna Doone,tt0259786,,2500000.0,,,
Before Night Falls,tt0247196,,,8601053.0,,
The Monkey King,tt8637498,,,,,
GoldenEye,tt0113189,,60000000.0,352194034.0,,
Cracks,tt1183665,,,101860.0,,
Taras Bulba,tt0056556,,7000000.0,,,
Pride and Prejudice: A Latter-Day Comedy,tt31195322,,,,,
Il Decameron,tt0065622,,,839.0,,
The Naked Face,tt0087777,,,,,
"Sarah, Plain and Tall",tt0102842,,,,,
Head Against the Wall,tt25744992,,,,,
The Passionate Friends,tt0041735,,,40335.0,,
Nicholas and Alexandra,tt0067483,,9000000.0,,,
Mephisto,tt0082736,,,,,
Memoirs of a Geisha,tt0397535,,85000000.0,162242962.0,,
Fires on the Plain,tt30080872,,,,,
Ice Station Zebra,tt0063121,,8000000.0,76.0,,
A Soldier's Prayer,tt0055233,,,,,
Cat on a Hot Tin Roof,tt0051459,,3000000.0,1872.0,,
Midnight's Children,tt1714866,,,1243980.0,,
Konsento,tt0463355,,,,,
Enjo,tt0051584,,,,,
Long Day's Journey into Night,tt23130254,,,,,
Across the Bridge,tt0050097,,,,,
Dulhan Ek Raat Ki,tt0212123,,,,,
Show Boat,tt0044030,,2295429.0,236.0,,
Little Lord Fauntleroy,tt0081062,,,,,
Love Is My Profession,tt0051579,,750000.0,49454.0,,
The House of Mirth,tt0200720,,10000000.0,5164404.0,,
The Skin I Live In,tt12887846,,,,,
Rebecca,tt0032976,,1288000.0,113328.0,,
Black Beauty,tt31260386,,,,,
The Prince and the Surfer,tt0173052,,,,,
The Secret Garden,tt0108071,,18000000.0,31181347.0,,
Das Totenschiff,tt0053369,,,,,
Night and the City,tt0042788,,,43024.0,,
King Solomon's Mines,tt0089421,,12500000.0,15057465.0,,
Northanger Abbey,tt0844794,,,,,
Bent,tt2237324,,,82247.0,,
We're No Angels,tt0048801,,1685000.0,94.0,,
Geppetto,tt0200656,,,,,
Angels and Demons,tt0808151,,150000000.0,485930816.0,,
The Castle,tt1740299,,,,,
The President Vanishes,tt0025674,,,,,
Snow White: A Tale Of Terror,tt0119227,,26000000.0,,,
The Last Man on Earth,tt3230454,,,,,
The Phantom of the Opera,tt0293508,,70000000.0,154674241.0,,
La Tulipe noire,tt0058692,,,,,
Carmen,tt6875952,,,383996.0,,
Viy. Returning,tt7311010,,,,,
Things to Come,tt0028358,,300000.0,,,
Farewell to the King,tt0097334,,20000000.0,2420917.0,,
The Witches of Eastwick,tt0094332,,22000000.0,63766510.0,,
To levende og en død,tt0028423,,,,,
Wild Flowers,tt11447328,,8000.0,,,
The Glass Cell,tt0077615,,,,,
Heidi 4 Paws,tt1156448,,,,,
Ironweed,tt0093277,,27000000.0,7393346.0,,
Romance of Their Own,tt0104694,,40000000.0,132440069.0,,
Døden på Oslo S,tt0099479,,,,,
The Return of Ringo,tt34542796,,,,,
The Only Game in Town,tt0066184,,11000000.0,,,
Anuradha,tt16410434,,,,,
"Henry, King of Navarre",tt0187135,,,,,
The Quiet American,tt0258068,,30000000.0,27674124.0,,
Patriotism,tt0059936,,,,,
The Shanghai Gesture,tt0034175,,1000000.0,,,
Tamara Drewe,tt1486190,,8000000.0,12037973.0,,
Emperor of the North,tt0070030,,3705000.0,,,
The Jacket,tt0366627,,29000000.0,21733230.0,,
Evil,tt9055008,,,,,
Phantom of the Megaplex,tt0266850,,,,,
Sabrina Goes to Rome,tt0165456,,,,,
Heidi,tt0028988,,,,,
Mary Reilly,tt0117002,,47000000.0,12379402.0,,
Nowhere in Africa,tt0161860,,7000000.0,24322180.0,,
Advise and Consent,tt0055728,,,,,
Autumn Ball,tt0834170,,,17073.0,,
Heaven's Lost Property the Movie: The Angeloid of Clockwork,tt1974262,,,270495.0,,
The Queen of Spades,tt0041776,,,,,
Gulliver's Travels,tt1320261,,112000000.0,237382724.0,,
The Squeaker,tt0057718,,,,,
Sabotage,tt1742334,,35000000.0,22126842.0,,
Fight Club,tt0137523,,63000000.0,101321009.0,,
Die Hard 2,tt0099423,,70000000.0,240031274.0,,
Passion,tt0335345,,30000000.0,612060372.0,,
The Man in the Iron Mask,tt0120744,,35000000.0,182968902.0,,
Papelucho and the Martian,tt1169939,,,,,
The Mayor of Casterbridge,tt0077052,,,,,
Malevil,tt0082701,,,,,
Turkish Delight,tt0070842,,800000.0,,,
Peter Pan,tt0316396,,100000000.0,121975011.0,,
Quality Street,tt0029454,,,,,
The Turkish Gambit,tt0374298,,4000000.0,18520000.0,,
The Scarlet Pimpernel,tt0084637,,,,,
Alraune,tt0017621,,,,,
Abraham Lincoln: Vampire Hunter,tt1611224,,69000000.0,116471580.0,,
My Old Man,tt0079597,,,,,
The Hawaiians,tt0065820,,,,,
Washington Square,tt0120481,,,1851761.0,,
Sherlock Holmes and the Deadly Necklace,tt33731457,,,,,
The Lost Weekend,tt0037884,,1250000.0,681.0,,
Joi Baba Felunath,tt0077775,,,,,
From Here to Eternity,tt0045793,,1650000.0,36416.0,,
Jäniksen vuosi,tt0076252,,1831086.0,,,
The Trail of the Lonesome Pine,tt0028401,,,,,
Endless Night,tt0067052,,,,,
Hurricane,tt0174856,,50000000.0,73956241.0,,
The Deep,tt0075925,,9000000.0,47346365.0,,
The Body,tt1937149,,,8779609.0,,
The Man on the Eiffel Tower,tt0041628,,900000.0,,,
The Adventures of Buratino,tt1199099,,,,,
Le Bossu,tt0052644,,,58518.0,,
Vinyl,tt3186130,,,,,
Crime and Punishment,tt0026246,,,,,
Destry Rides Again,tt0031225,,,,,
Green for Danger,tt0038577,,202400.0,,,
Ruby in Paradise,tt0108000,,800000.0,1001437.0,,
The Adventures of Tarzan,tt0026772,,,,,
Beastly,tt1152398,,17000000.0,43202283.0,,
Kato Ajanare,tt0052965,,,,,
The Bourne Legacy,tt1194173,,125000000.0,276144750.0,,
Sweeney Todd,tt0408236,,50000000.0,153384272.0,,
Leaving Metropolis,tt0295526,,,,,
The Borrowers,tt0118755,,29000000.0,22619589.0,,
Memento,tt0209144,,9000000.0,40047236.0,,
Black Orpheus,tt0053146,,,,,
My Name is Modesty,tt0347591,,,,,
Random Hearts,tt0156934,,64000000.0,74608570.0,,
10:30 P.M. Summer,tt0060045,,,8529.0,,
Rasmus and the Tramp,tt0048280,,4000000.0,93933673.0,,
The Unknown Soldier,tt4065552,,7000000.0,15717199.0,,
My Michael,tt1667880,,,,,
Nim's Island,tt0410377,,37000000.0,100104565.0,,
Dead Souls,tt2188717,,,,,
Don Juan,tt0112883,,25000000.0,68792531.0,,
Because of Winn-Dixie,tt0317132,,14000000.0,33589427.0,,
Kingdom of Crooked Mirrors,tt0145033,,,,,
Tom Brown's Schooldays (2005),tt0415322,,,,,
Memories of tomorrow,tt0494640,,,17696020.0,,
12 Angry Men,tt0050083,,350000.0,2945.0,,
Innocent Lies,tt0113249,,,,,
Quest for Fire,tt0082484,,12500000.0,20962615.0,,
Tape,tt1956620,,40000000.0,126069509.0,,
Nøddebo Præstegård,tt0071933,,,,,
Carmen,tt6875952,,,383996.0,,
Hannibal,tt2243973,,,,,
The Man from Majorca,tt0087677,,,,,
Sabar Uparey,tt0048574,,,,,
Twilight,tt1099212,,37000000.0,408496327.0,,
Bride and Prejudice,tt0361411,,7000000.0,24716440.0,,
3 Musketeers,tt1509767,,75000000.0,132274484.0,,
"Omoo-Omoo, the Shark God",tt0041715,,,,,
The Sunshine Boys,tt0073766,,3500000.0,,,
The Hunchback of Notre Dame,tt0116583,,100000000.0,325338851.0,,
All About Eve,tt0042192,,1400000.0,154736.0,,
Vanity Fair,tt7076630,,,,,
The Bread of Those Early Years,tt0054705,,,,,
The Christmas Hope,tt1384926,,,,,
Bound for Glory,tt0074235,,,,,
The Black Tulip,tt0058692,,,,,
The Woman in Black,tt1596365,,17000000.0,128955898.0,,
The Cider House Rules,tt0124315,,24000000.0,88545092.0,,
To Have and to Hold,tt0043051,,,,,
The Curious Case of Benjamin Button,tt0421715,,150000000.0,335802786.0,,
The Chocolate War,tt0094869,,500000.0,303624.0,,
Jean de Florette,tt0091288,,,4940939.0,,
Le Capitaine Fracasse,tt0053695,,,,,
Flipped,tt0817177,,14000000.0,4324817.0,,
Grand Hotel,tt2278388,,25000000.0,174567384.0,,
Wristcutters: A Love Story,tt0477139,,1000000.0,454026.0,,
"De profesión, sospechosos",tt0060286,,,,,
Wuthering Heights,tt32897959,,,,,
That Darn Cat!,tt0059793,,,,,
Creature,tt26545355,,,,,
Henry & June,tt0099762,,,23472449.0,,
The Overcoat,tt5849790,,400000.0,,,
Shatranj Ke Khilari,tt0076696,,,,,
Just like Heaven,tt0425123,,58000000.0,102854431.0,,
Mother of Mine,tt0343221,,2900000.0,2851888.0,,
Hubertus Castle,tt0070647,,,,,
The NeverEnding Story,tt0088323,,27000000.0,20288595.0,,
Dr. Jekyll and Sister Hyde,tt0068502,,,,,
The Fury of Achilles,tt10151854,,125000000.0,134138006.0,,
Dante's Inferno,tt0002130,,,,,
Submarine,tt1440292,,,3875173.0,,
Tongues of Flame,tt0009709,,,,,
Men in Black,tt0119654,,90000000.0,589390539.0,,
Madame Bovary,tt2334733,,,658532.0,,
Jumanji,tt0113497,,65000000.0,262821940.0,,
The Hunt for Red October,tt0099810,,30000000.0,200512643.0,,
David Golder,tt0020814,,,,,
Meet the Browns,tt1047494,,,41975388.0,,
Three Men in a Boat,tt0049847,,,,,
Shopgirl,tt0338427,,10200000.0,11675161.0,,
The Magus,tt0063260,,,,,
The Valachi Papers,tt0068341,,5000000.0,,,
In the Electric Mist,tt0910905,,,7999896.0,,
"Angélique, Marquise des Anges",tt0057846,,,,,
Gideon's Day,tt0051655,,,,,
The Day of the Dolphin,tt0069946,,8500000.0,2300000.0,,
Changes,tt0380650,,1100000.0,,,
Camille Claudel,tt0094828,,,3331892.0,,
Satyricon,tt0064940,,3000000.0,1138108.0,,
L'Empire des loups,tt0402158,,24000000.0,12373145.0,,
Mistress Pamela,tt0071849,,,,,
Death of a Salesman,tt0089006,,,,,
The Blackwater Lightship,tt0377524,,,,,
Nancy Drew and the Hidden Staircase,tt8323104,,,623088.0,,
The Sheltering Sky,tt0100594,,25000000.0,2075084.0,,
Smilla's Sense of Snow,tt0120152,,35000000.0,2372903.0,,
The Marriage of Mr. Mississippi,tt0054842,,,,,
Animal Farm,tt0047834,,,,,
Noah,tt1959490,,125000000.0,359200044.0,,
Joseph Andrews,tt0076234,,,839865.0,,
Le Parfum de la dame en noir,tt0385933,,11001015.0,2676049.0,,
Døden er et kjærtegn,tt0136099,,,,,
Creepshow 2,tt0092796,,3500000.0,14000000.0,,
Cross Creek,tt0085380,,,,,
Boys Over Flowers Final,tt1370334,,,,,
Sydney White,tt0815244,,16500000.0,13620075.0,,
Esmeralda,tt0211802,,,,,
Penrod and Sam,tt0022261,,,,,
Tol'able David,tt0012763,,,,,
Kes,tt0064541,,,79751.0,,
Aruse,tt1468843,,,52119081.0,,
Innocent,tt17677860,,,,,
Sachs' Disease,tt0210167,,,,,
Virgin Territory,tt0437954,,38000000.0,5410749.0,,
Cabeza de Vaca,tt0101529,,,789127.0,,
Toby Tyler,tt0054390,,,,,
Gora Aur Kala,tt0357710,,,,,
Cool Air,tt0780495,,1550000.0,,,
Under the Greenwood Tree,tt0465653,,,,,
Cimarron,tt0021746,,1433000.0,,,
Twisted Obsession,tt0098407,,,,,
Blood and Sand,tt1442449,,,,,
Escape Me Never,tt0039357,,1900000.0,,,
Scarlet Sails,tt2459468,,,,,
The Fighting Prince of Donegal,tt0060408,,,,,
Enemy at the Gates,tt0215750,,68000000.0,96976270.0,,
First Men in the Moon,tt0058100,,,,,
The Triumph of the Scarlet Pimpernel,tt0019356,,,,,
Full Blast,tt0119163,,,,,
Dead of Winter,tt0092842,,,2413427.0,,
Kidnapped,tt1629377,,,969024.0,,
Sherlock Holmes,tt0988045,,90000000.0,524028679.0,,
L'Aveu,tt0065439,,,,,
Cross of Iron,tt0074695,,6000000.0,201.0,,
Sorry If I Love You,tt1074213,,,23249815.0,,
Zazie dans le Métro,tt0054494,,,,,
Frankenstein,tt1312221,,,,,
The Hands of Orlac,tt0054963,,,,,
Madame Curie,tt0036126,,,,,
Tetsujin 28: The Movie,tt1839385,,6478.0,,,
Sherlock Holmes and the House of Fear,tt14030038,,,,,
A River Runs Through It,tt0105265,,12000000.0,43440294.0,,
The Ring,tt14824600,,30000000.0,11162735.0,,
She,tt0086765,,,,,
Chunuk Bair,tt0103966,,,,,
Ashik Kerib,tt0094681,,,,,
Tai-Pan,tt0092042,,25000000.0,4007250.0,,
Huckleberry Finn,tt0031020,,,,,
Roxie Hart,tt0035272,,,,,
The Thorn Birds: The Missing Years,tt0117901,,,,,
The Double,tt1825157,,,1662515.0,,
Three Men in a Boat,tt0049847,,,,,
Sharpe's Eagle,tt0108107,,,,,
Last Exit to Brooklyn,tt0097714,,,1730005.0,,
The King and I,tt0049408,,4550000.0,21320209.0,,
"Tarzan, the Ape Man",tt0083170,,6500000.0,36565280.0,,
Young Frankenstein,tt0072431,,2800000.0,86276706.0,,
The Color Purple,tt0088939,,15000000.0,98468102.0,,
The Corsican Brothers,tt0087042,,,3772785.0,,
Farewell My Concubine,tt0106332,,4000000.0,7447084.0,,
